Category,Type,Difficulty,Question,Answer,Incorred Answers
History,multiple,hard,U3BhaW4gd2FzIGZvcm1lZCBpbiAxNDY5IHdpdGggdGhlIG1hcnJpYWdlIG9mIElzYWJlbGxhIEkgb2YgQ2FzdGlsZSBhbmQgRmVyZGluYW5kIElJIG9mIHdoYXQgb3RoZXIgSWJlcmlhbiBraW5nZG9tPw==,QXJhZ29u,"['R2FsaWNpYQ==', 'TGXDs24=', 'TmF2YXJyZQ==']"
History,multiple,medium,V2hhdCBudW1iZXIgZG9lcyB0aGUgUm9tYW4gbnVtZXJhbCAiRCIgc3RhbmQgZm9yPw==,NTAw,"['MTAw', 'MTAwMA==', 'NTA=']"
History,multiple,medium,SW4gcmVsYXRpb24gdG8gdGhlIEJyaXRpc2ggT2NjdXBhdGlvbiBpbiBJcmVsYW5kLCB3aGF0IGRvZXMgdGhlIElSQSBzdGFuZCBmb3Iu,SXJpc2ggUmVwdWJsaWNhbiBBcm15,"['SXJpc2ggUmViZWwgQWxsaWFuY2U=', 'SXJpc2ggUmVmb3JtYXRpb24gQXJteQ==', 'SXJpc2gtUm95YWwgQWxsaWFuY2U=']"
History,multiple,easy,SW4gd2hhdCB5ZWFyIGRpZCB0aGUgV2FsbCBTdHJlZXQgQ3Jhc2ggdGFrZSBwbGFjZT8=,MTkyOQ==,"['MTkzMg==', 'MTkzMA==', 'MTkyNQ==']"
History,multiple,easy,RHVyaW5nIFdXSUksIGluIDE5NDUsIHRoZSBVbml0ZWQgU3RhdGVzIGRyb3BwZWQgYXRvbWljIGJvbWJzIG9uIHRoZSB0d28gSmFwYW5lc2UgY2l0aWVzIG9mIEhpcm9zaGltYSBhbmQgd2hhdCBvdGhlciBjaXR5Pw==,TmFnYXNha2k=,"['S2F3YXNha2k=', 'VG9reW8=', 'S2Fnb3NoaW1h']"
History,multiple,medium,V2hvIHdhcyB0aGUgZmlyc3QgZXhwbG9yZXIgdG8gc2FpbCB0byBOb3J0aCBBbWVyaWNhPw==,TGVpZiBFcmlrc29u,"['Q2hyaXN0b3BoZXIgQ29sdW1idXM=', 'QW1lcmlnbyBWZXNwdWNjaQ==', 'RmVyZGluYW5kIE1hZ2VsbGFu']"
History,multiple,medium,T24gd2hhdCBkYXkgZGlkIEdlcm1hbnkgaW52YWRlIFBvbGFuZD8=,U2VwdGVtYmVyIDEsIDE5Mzk=,"['RGVjZW1iZXIgNywgMTk0MQ==', 'SnVuZSAyMiwgMTk0MQ==', 'SnVseSA3LCAxOTM3']"
History,multiple,medium,V2hpY2ggb2YgdGhlIGZvbGxvd2luZyBhbmNpZW50IE5lYXIgRWFzdGVybiBwZW9wbGVzIHN0aWxsIGV4aXN0cyBhcyBhIG1vZGVybiBldGhuaWMgZ3JvdXA\/,QXNzeXJpYW5z,"['QmFieWxvbmlhbnM=', 'SGl0dGl0ZXM=', 'RWxhbWl0ZXM=']"
History,multiple,medium,QWxsIG9mIHRoZSBmb2xsb3dpbmcgYXJlIG5hbWVzIG9mIHRoZSBTZXZlbiBXYXJyaW5nIFN0YXRlcyBFWENFUFQ6,WmhhaSAo57+fKQ==,"['WmhhbyAo6LaZKQ==', 'UWluICjnp6Yp', 'UWkgKOm9iik=']"
History,boolean,medium,U2FyZ29uIElJLCBhIGtpbmcgb2YgdGhlIE5lby1Bc3N5cmlhbiBFbXBpcmUsIHdhcyBhIGRpcmVjdCBkZXNjZW5kYW50IG9mIFNhcmdvbiBvZiBBa2thZC4=,RmFsc2U=,['VHJ1ZQ==']
History,boolean,medium,IkkgZGlzYXBwcm92ZSBvZiB3aGF0IHlvdSBzYXksIGJ1dCBJIHdpbGwgZGVmZW5kIHRvIHRoZSBkZWF0aCB5b3VyIHJpZ2h0IHRvIHNheSBpdCIgaXMgYSBxdW90ZSBmcm9tIEZyZW5jaCBwaGlsb3NvcGhlciBWb2x0YWlyZS4=,RmFsc2U=,['VHJ1ZQ==']
History,multiple,medium,SW4gdGhlIFdhciBvZiB0aGUgUGFjaWZpYyAoMTg3OSAtIDE4ODMpLCBCb2xpdmlhIGxvc3QgaXRzIGFjY2VzcyB0byB0aGUgUGFjaWZpYyBPY2VhbiBhZnRlciBiZWluZyBkZWZlYXRlZCBieSB3aGljaCBTb3V0aCBBbWVyaWNhbiBjb3VudHJ5Pw==,Q2hpbGU=,"['UGVydQ==', 'QnJhemls', 'QXJnZW50aW5h']"
History,multiple,hard,V2hhdCBkaWQgdGhlIGZpcnN0IHZlbmRpbmcgbWFjaGluZXMgaW4gdGhlIGVhcmx5IDE4ODAncyBkaXNwZW5zZT8=,UG9zdCBjYXJkcw==,"['QWxjb2hvbA==', 'Q2lnYXJldHRlcw==', 'U29kYXMg']"
History,multiple,hard,RHVyaW5nIHRoZSBXYXJzIG9mIHRoZSBSb3NlcyAoMTQ1NSAtIDE0ODcpIHdoaWNoIEVuZ2xpc2htYW4gd2FzIGR1YmJlZCAidGhlIEtpbmdtYWtlciI\/,UmljaGFyZCBOZXZpbGxl,"['UmljaGFyZCBJSUk=', 'SGVucnkgVg==', 'VGhvbWFzIFdhcndpY2s=']"
History,multiple,medium,SW4gd2hhdCB5ZWFyIGRpZCB0aGUgTm9ydGggQW1lcmljYW4gVmlkZW8gR2FtZSBDcmFzaCBvY2N1cj8=,MTk4Mw==,"['MTk4Mg==', 'MTk5Mw==', 'MTk3MA==']"
History,boolean,easy,VW5pdGVkIFN0YXRlcyBQcmVzaWRlbnQgSm9obiBGLiBLZW5uZWR5IHdhcyBhc3Nhc3NpbmF0ZWQgZHVyaW5nIGhpcyBwcmVzaWRlbnRpYWwgbW90b3JjYWRlIGluIEF0bGFudGEsIEdlb3JnaWEgb24gTm92ZW1iZXIgMjJuZCwgMTk2My4=,RmFsc2U=,['VHJ1ZQ==']
History,multiple,easy,SW4gMTcyMCwgRW5nbGFuZCB3YXMgaW4gbWFzc2l2ZSBkZWJ0LCBhbmQgYmVjYW1lIGluIGludm9sdmVkIGluIHRoZSBTb3V0aCBTZWEgQnViYmxlLiBXaG8gd2FzIHRoZSBtYWluIG1hc3Rlcm1pbmQgYmVoaW5kIGl0Pw==,Sm9obiBCbHVudA==,"['RGFuaWVsIERlZm9l', 'Um9iZXJ0IEhhcmxleQ==', 'Sm9obiBDaHVyY2hpbGw=']"
History,multiple,hard,SG93IG1hbnkgc29uYXRhcyBkaWQgTHVkd2lnIHZhbiBCZWV0aG92ZW4gd3JpdGU\/,MzI=,"['NTA=', 'MzE=', 'MjE=']"
History,multiple,medium,V2hhdCB5ZWFyIHdlcmUgdGhlIE1hcmlhbiBSZWZvcm1zIGluc3RpdHV0ZWQgaW4gdGhlIFJvbWFuIFJlcHVibGljPw==,MTA3IEJDRQ==,"['NDIgQkNF', 'MjY0IEJDRQ==', 'MTAyIENF']"
History,multiple,medium,QWRvbGYgSGl0bGVyIHdhcyBib3JuIG9uIHdoaWNoIGRhdGU\/,QXByaWwgMjAsIDE4ODk=,"['SnVuZSAxMiwgMTg4OQ==', 'RmVicnVhcnkgNiwgMTg4OQ==', 'QXByaWwgMTYsIDE4ODk=']"
History,multiple,hard,VGhlIEhhZ2lhIFNvcGhpYSB3YXMgY29tbWlzc2lvbmVkIGJ5IHdoaWNoIGVtcGVyb3Igb2YgdGhlIEJ5emFudGluZSBFbXBpcmU\/,SnVzdGluaWFuIEk=,"['Q29uc3RhbnRpbmUgSVY=', 'QXJjYWRpdXM=', 'VGhlb2Rvc2l1cyB0aGUgR3JlYXQ=']"
History,multiple,medium,V2hhdCB3YXMgR2VuZ2hpcyBLaGFuJ3MgcmVhbCBuYW1lPw==,VGVtw7xqaW4=,"['TcO2bmdrZQ==', 'w5ZnZWRlaQ==', 'VGVtw7xy']"
History,multiple,medium,V2hlbiBkaWQgTm9yd2F5IGdldCBpdHMgY29uc3RpdHV0aW9uPw==,MTgxNA==,"['MTkzMg==', 'MTkwNQ==', 'MTg1NA==']"
History,multiple,medium,SW4gd2hhdCBkaWFsb2d1ZSBkaWQgU29jcmF0ZXMgZGVmZW5kIGhpbXNlbGYgdG8gdGhlIGNvdXJ0IG9mIEF0aGVucz8g,VGhlIEFwb2xvZ3k=,"['VGhlIEV1dGh5cGhybw==', 'VGhlIExhd3M=', 'VGhlIFJlcHVibGlj']"
History,multiple,medium,V2hhdCB3YXMgdGhlIGJsb29kaWVzdCBzaW5nbGUtZGF5IGJhdHRsZSBkdXJpbmcgdGhlIEFtZXJpY2FuIENpdmlsIFdhcj8=,VGhlIEJhdHRsZSBvZiBBbnRpZXRhbQ==,"['VGhlIFNpZWdlIG9mIFZpY2tzYnVyZw==', 'VGhlIEJhdHRsZSBvZiBHZXR0eXNidXJn', 'VGhlIEJhdHRsZXMgb2YgQ2hhbmNlbGxvcnN2aWxsZQ==']"
History,multiple,medium,V2hvIGlzIGF0dHJpYnV0ZWQgY3JlZGl0IGZvciByZWNvcmRpbmcgdGhlIGVwaWMgcG9lbSBUaGUgT2R5c3NleT8=,SG9tZXI=,"['QXJpc3RvdGxl', 'T2R5c3NldXM=', 'U29jcmF0ZXM=']"
History,multiple,easy,SG93IGxvbmcgZGlkIFdvcmxkIFdhciBJSSBsYXN0Pw==,NiB5ZWFycw==,"['NCB5ZWFycw==', 'NSB5ZWFycw==', 'NyB5ZWFycw==']"
History,multiple,medium,VGhlIEZhbGxpbmd3YXRlciBIb3VzZSwgbG9jYXRlZCBpbiBQZW5uc3lsdmFuaWEsIHdhcyBkZXNpZ25lZCBieSB3aGljaCBhcmNoaXRlY3Q\/,RnJhbmsgTGxveWQgV3JpZ2h0,"['QW50b25pIEdhdWRp', 'RnJhbmsgR2Vocnk=', 'TGUgQ29yYnVzaWVy']"
History,multiple,medium,V2hpY2ggTGFzIFZlZ2FzIGNhc2lubyB3YXMgb3JpZ2luYWxseSBjb25zdHJ1Y3RlZCBhbmQgb3BlcmF0ZWQgYnkgbW9ic3RlciBCdWdzeSBTaWVnZWw\/,VGhlIEZsYW1pbmdv,"['VGhlIE1HTSBHcmFuZA==', 'VGhlIFNhbmRz', 'VGhlIFNhaGFyYQ==']"
History,multiple,medium,V2hhdCB5ZWFyIGRpZCBBdXN0cmFsaWEgYmVjb21lIGEgZmVkZXJhdGlvbj8=,MTkwMQ==,"['MTkxMA==', 'MTg5OQ==', 'MTkxMQ==']"
History,multiple,medium,SW4gd2hpY2ggeWVhciB3YXMgQ29uc3RhbnRpbm9wbGUgY29ucXVlcmVkIGJ5IHRoZSBUdXJrcz8=,MTQ1Mw==,"['MTQzNQ==', 'MTQ1NA==', 'MTQ0MA==']"
History,multiple,easy,VG8gd2hhdCBwb2xpdGljYWwgcGFydHkgZGlkIEFicmFoYW0gTGluY29sbiBiZWxvbmcgd2hlbiBlbGVjdGVkIFBPVFVTPw==,UmVwdWJsaWNhbg==,"['RGVtb2NyYXQ=', 'SW5kZXBlbmRlbnQ=', 'V2hpZw==']"
History,multiple,medium,V2hpY2ggb2YgdGhlIGZvbGxvd2luZyBjb3VudHJpZXMgd2FzIHRoZSBmaXJzdCB0byBzZW5kIGFuIG9iamVjdCBpbnRvIHNwYWNlPw==,R2VybWFueQ==,"['VVNB', 'UnVzc2lh', 'Q2hpbmE=']"
History,multiple,medium,SW4gd2hhdCB5ZWFyIGRpZCB0aGUgQmVybGluIFdhbGwgZmFsbD8=,MTk4OQ==,"['MTk4Nw==', 'MTk5MQ==', 'MTk5Mw==']"
History,multiple,hard,V2hhdCB3YXMgdGhlIG9yaWdpbmFsIG5hbWUgb2YgTmV3IFlvcmsgQ2l0eT8=,TmV3IEFtc3RlcmRhbQ==,"['TmV3IExvbmRvbg==', 'TmV3IFBhcmlz', 'TmV3IFJvbWU=']"
History,multiple,medium,T24gd2hpY2ggYWlyY3JhZnQgY2FycmllciBkaWQgdGhlIERvb2xpdHRlIFJhaWQgbGF1bmNoIGZyb20gb24gQXByaWwgMTgsIDE5NDIgZHVyaW5nIFdvcmxkIFdhciBJST8=,VVNTIEhvcm5ldA==,"['VVNTIEVudGVycHJpc2U=', 'VVNTIExleGluZ3Rvbg==', 'VVNTIFNhcmF0b2dh']"
History,multiple,medium,V2hhdCB5ZWFyIGRpZCBTa29hbCwgYSBzbW9rZWxlc3MgVG9iYWNjbyBjb21wYW55LCByZWxlYXNlIHRoZWlyIGZpcnN0IGxpbmUgb2YgUG91Y2hlcywga25vd24gYXMgIlNrb2FsIEJhbmRpdHMiPw==,MTk4Mw==,"['MTkzNA==', 'MTk4NA==', 'MTgyMg==']"
History,multiple,easy,V2hpY2ggbW9kZXJuIGNvdW50cnkgaXMga25vd24gYXMgIlRoZSBHcmF2ZXlhcmQgb2YgRW1waXJlcyI\/,QWZnaGFuaXN0YW4=,"['Q2hpbmE=', 'SXJhcQ==', 'UnVzc2lh']"
History,multiple,easy,V2hpY2ggY291bnRyeSB3YXMgSm9zZWYgU3RhbGluIGJvcm4gaW4\/,R2VvcmdpYQ==,"['UnVzc2lh', 'R2VybWFueQ==', 'UG9sYW5k']"
History,multiple,medium,V2hlbiBkaWQgY29uc3RydWN0aW9uIG9mIHRoZSBTdWV6IENhbmFsIGZpbmlzaD8=,MTg2OQ==,"['MTg1OQ==', 'MTg2MA==', 'MTg1MA==']"
History,multiple,medium,V2hpY2ggb2YgdGhlIGZvbGxvd2luZyBQcmVzaWRlbnRzIG9mIHRoZSBVbml0ZWQgU3RhdGVzIHdhcyBhc3Nhc3NpbmF0ZWQ\/,V2lsbGlhbSBNY0tpbmxleQ==,"['THluZG9uIEpvaG5zb24=', 'Q2hlc3RlciBBcnRodXI=', 'RnJhbmtsaW4gUm9vc2V2ZWx0']"
History,multiple,medium,V2hvIHdhcyB0aGUgb25seSBVUyBQcmVzaWRlbnQgdG8gYmUgZWxlY3RlZCBmb3VyIHRpbWVzPw==,RnJhbmtsaW4gUm9vc2V2ZWx0,"['VGhlb2RvcmUgUm9vc2V2ZWx0', 'R2VvcmdlIFdhc2hpbmd0b24=', 'QWJyYWhhbSBMaW5jb2xu']"
History,multiple,hard,RnJvbSAxOTQwIHRvIDE5NDIsIHdoYXQgd2FzIHRoZSBjYXBpdGFsLWluLWV4aWxlIG9mIEZyZWUgRnJhbmNlID8=,QnJhenphdmlsbGU=,"['QWxnaWVycw==', 'UGFyaXM=', 'VHVuaXM=']"
History,multiple,hard,VGhlIGFuY2llbnQgY2l0eSBvZiBDaGljaMOpbiBJdHrDoSB3YXMgYnVpbHQgYnkgd2hpY2ggY2l2aWxpemF0aW9uPw==,TWF5YW5z,"['QXp0ZWNz', 'SW5jYXM=', 'VG9sdGVjcw==']"
History,multiple,easy,S2luZyBIZW5yeSBWSUlJIHdhcyB0aGUgc2Vjb25kIG1vbmFyY2ggb2Ygd2hpY2ggRXVyb3BlYW4gcm95YWwgaG91c2U\/,VHVkb3I=,"['WW9yaw==', 'U3R1YXJ0', 'TGFuY2FzdGVy']"
History,multiple,hard,V2hlbiBkaWQgdGhlIEZyZW5jaCBSZXZvbHV0aW9uIGJlZ2luPw==,MTc4OQ==,"['MTgyMw==', 'MTc1Ng==', 'MTc5OQ==']"
History,multiple,hard,V2hpY2ggbmF2YWwgYmF0dGxlIHdhcyBjb25zaWRlcmVkIHRoZSB0dXJuaW5nIHBvaW50IG9mIHRoZSBQYWNpZmljIE9jZWFuIFRoZWF0ZXIgZHVyaW5nIFdvcmxkIFdhciAyPw==,QmF0dGxlIG9mIE1pZHdheQ==,"['QXR0YWNrIG9uIFRydWsgSXNsYW5k', 'QXR0YWNrIG9uIFBlYXJsIEhhcmJvcg==', 'QmF0dGxlIG9mIHRoZSBDb3JhbCBTZWE=']"
History,multiple,medium,V2hpY2gga2luZyB3YXMga2lsbGVkIGF0IHRoZSBCYXR0bGUgb2YgQm9zd29ydGggRmllbGQgaW4gMTQ4NT8g,UmljaGFyZCBJSUk=,"['RWR3YXJkIFY=', 'SGVucnkgVklJ', 'SmFtZXMgSQ==']"
History,multiple,easy,SG93IG1hbnkgbWFubmVkIG1vb24gbGFuZGluZ3MgaGF2ZSB0aGVyZSBiZWVuPw==,Ng==,"['MQ==', 'Mw==', 'Nw==']"
History,multiple,medium,VGhlIFNwaXRmaXJlIEwuRi4gTWsgSVggaGFkIHdoYXQgZW5naW5lPw==,TWVybGluIDY2,"['R3JpZmZvbiA2NQ==', 'TWVybGluIDUw', 'TWVybGluIFg=']"
History,multiple,easy,VGhlIGlkZWEgb2YgU29jaWFsaXNtIHdhcyBhcnRpY3VsYXRlZCBhbmQgYWR2YW5jZWQgYnkgd2hvbT8=,S2FybCBNYXJ4,"['VmxhZGltaXIgTGVuaW4=', 'Sm9zZXBoIFN0YWxpbg==', 'VmxhZGltaXIgUHV0aW4=']"
History,boolean,easy,VGhlIFNwaXRmaXJlIG9yaWdpbmF0ZWQgZnJvbSBhIHJhY2luZyBwbGFuZS4=,VHJ1ZQ==,['RmFsc2U=']
History,boolean,medium,VGhlIE00MSBXYWxrZXIgQnVsbGRvZyByZW1haW5zIGluIHNlcnZpY2UgaW4gc29tZSBjb3VudHJpZXMgdG8gdGhpcyBkYXku,VHJ1ZQ==,['RmFsc2U=']
History,boolean,hard,VGhlIEtpbmdkb20gb2YgUHJ1c3NpYSBicmllZmx5IGhlbGQgbGFuZCBpbiBFc3RvbmlhLg==,RmFsc2U=,['VHJ1ZQ==']
History,boolean,hard,Sm9zZXBoIFN0YWxpbidzIHJlYWwgbmFtZSB3YXMgSW9zZWIgQmVzc2FyaW9uaXMgZHplIER6dWdhc2h2aWxpLg==,VHJ1ZQ==,['RmFsc2U=']
History,multiple,medium,VGhlIEJhdHRsZSBvZiB0aGUgU29tbWUgaW4gV29ybGQgV2FyIEkgdG9vayBwbGFjZSBpbiB3aGljaCBjb3VudHJ5Pw==,RnJhbmNl,"['R2VybWFueQ==', 'SXRhbHk=', 'QXVzdHJpYQ==']"
History,multiple,medium,V2hlbiBkaWQgSmFtYWljYSByZWNpZXZlIGl0cyBpbmRlcGVuZGVuY2UgZnJvbSBFbmdsYW5kPyA=,MTk2Mg==,"['MTQ5Mg==', 'MTk2Mw==', 'MTk4Nw==']"
History,multiple,medium,V2hpY2ggb2YgdGhlIGZvbGxvd2luZyBiYXR0bGVzIGlzIG9mdGVuIGNvbnNpZGVyZWQgYXMgbWFya2luZyB0aGUgYmVnaW5uaW5nIG9mIHRoZSBmYWxsIG9mIHRoZSBXZXN0ZXJuIFJvbWFuIEVtcGlyZT8=,QmF0dGxlIG9mIEFkcmlhbm9wbGU=,"['QmF0dGxlIG9mIFRoZXNzYWxvbmljYQ==', 'QmF0dGxlIG9mIFBvbGxlbnRpYQ==', 'QmF0dGxlIG9mIENvbnN0YW50aW5vcGxl']"
History,multiple,easy,V2hpY2ggb2YgdGhlIGZvbGxvd2luZyBhbmNpZW50IHBlb3BsZXMgd2FzIE5PVCBjbGFzc2lmaWVkIGFzIEhlbGxlbmljIChHcmVlayk\/,SWxseXJpYW5z,"['RG9yaWFucw==', 'QWNoYWVhbnM=', 'SW9uaWFucw==']"
History,multiple,easy,VGhlIG9yaWdpbmFsIFJvbWFuIGFscGhhYmV0IGxhY2tlZCB0aGUgZm9sbG93aW5nIGxldHRlcnMgRVhDRVBUOg==,WA==,"['Vw==', 'VQ==', 'Sg==']"
History,multiple,medium,VGhlIGNyZWF0b3Igb2YgdGhlIEVuaWdtYSBDeXBoZXIgYW5kIE1hY2hpbmUgd2FzIG9mIHdoYXQgbmF0aW9uYWxpdHk\/,R2VybWFu,"['QW1lcmljYW4=', 'QnJpdGlzaA==', 'UG9saXNo']"
History,multiple,medium,V2hlbiB3YXMgdGhlIFVuaXRlZCBTdGF0ZXMgTmF0aW9uYWwgU2VjdXJpdHkgQWdlbmN5IGVzdGFibGlzaGVkPw==,Tm92ZW1iZXIgNCwgMTk1Mg==,"['SnVseSAyNiwgMTkwOA==', 'IEp1bHkgMSwgMTk3Mw==', 'IE5vdmVtYmVyIDI1LCAyMDAy']"
History,multiple,medium,SW4gd2hpY2ggeWVhciBkaWQgdGhlIEZpcnN0IFdvcmxkIFdhciBiZWdpbj8=,MTkxNA==,"['MTkzMA==', 'MTkxNw==', 'MTkzOQ==']"
History,multiple,medium,SW4gd2hhdCBwcmlzb24gd2FzIEFkb2xmIEhpdGxlciBoZWxkIGluIDE5MjQ\/,TGFuZHNiZXJnIFByaXNvbg==,"['U3BhbmRhdSBQcmlzb24=', 'RWJyYWNoIEFiYmV5', 'SG9oZW5hc3Blcmc=']"
History,multiple,hard,V2hlbiB3YXMgdGhlIFNTIG9yIFNjaHV0enN0YWZmZWwgZXN0YWJsaXNoZWQ\/,QXByaWwgNHRoLCAxOTI1,"['U2VwdGVtYmVyIDFzdCwgMTk0MQ==', 'TWFyY2ggOHRoLCAxOTM1', 'RmVicnVhcnkgMjFzdCwgMTkyNg==']"
History,multiple,medium,V2hlbiBkaWQgdGhlIEJhdHRsZSBvZiB0aGUgQnVsZ2UgZW5kPw==,SmFudWFyeSAyNSwgMTk0NQ==,"['QXVndXN0IDYsIDE5NDU=', 'RGVjZW1iZXIgNywgMTk0MQ==', 'RGVjZW1iZXIgMTYsIDE5NDQ=']"
History,multiple,medium,SW4gd2hhdCB5ZWFyIHdhcyB0aGUgdmlkZW8gZ2FtZSBjb21wYW55IEVsZWN0cm9uaWMgQXJ0cyBmb3VuZGVkPw==,MTk4Mg==,"['MTk5OQ==', 'MTk4MQ==', 'MjAwNQ==']"
History,boolean,medium,VGhlb2RvcmUgUm9vc2V2ZWx0IEpyLiB3YXMgdGhlIG9ubHkgR2VuZXJhbCBpbnZvbHZlZCBpbiB0aGUgaW5pdGlhbCBhc3NhdWx0IG9uIEQtRGF5Lg==,VHJ1ZQ==,['RmFsc2U=']
History,multiple,hard,Qm9oZGFuIEtobWVsbnl0c2t5IHdhcyB3aGljaCBvZiB0aGUgZm9sbG93aW5nPw==,TGVhZGVyIG9mIHRoZSBVa3JhaW5pYW4gQ29zc2Fja3M=,"['R2VuZXJhbCBTZWNyZXRhcnkgb2YgdGhlIENvbW11bmlzdCBQYXJ0eSBvZiB0aGUgVVNTUg==', 'UHJpbmNlIG9mIFdhbGxhY2hpYQ==', 'R3JhbmQgUHJpbmNlIG9mIE5vdmdvcm9k']"
History,multiple,medium,V2hlcmUgYW5kIHdoZW4gd2FzIHRoZSBmaXJzdCBjYXJkYm9hcmQgYm94IG1hZGUgZm9yIGluZHVzdHJpYWwgdXNlPw==,RW5nbGFuZCwgMTgxNw==,"['VW5pdGVkIFN0YXRlcywgMTgxNw==', 'RW5nbGFuZCwgMTkxNw==', 'VW5pdGVkIFN0YXRlcywgMTkxNw==']"
History,multiple,medium,SG93IG1hbnkgdGltZXMgd2FzIEFsYmVydCBFaW5zdGVpbiBtYXJyaWVkIGluIGhpcyBsaWZldGltZT8=,VHdpY2U=,"['Rml2ZQ==', 'VGhyaWNl', 'T25jZQ==']"
History,multiple,hard,VGhlIFNlY29uZCBCb2VyIFdhciBpbiAxODk5IHdhcyBmb3VnaHQgd2hlcmU\/,U291dGggQWZyaWNh,"['QXJnZW50aW5h', 'TmVwYWw=', 'QnVsZ2FyaWE=']"
History,multiple,medium,V2hhdCB5ZWFyIGRpZCB0aGUgQm94aW5nIERheSBlYXJ0aHF1YWtlICYgdHN1bmFtaSBvY2N1ciBpbiB0aGUgSW5kaWFuIE9jZWFuPw==,MjAwNA==,"['MjAwNg==', 'MjAwOA==', 'MjAwMg==']"
History,multiple,medium,V2hhdCBuYXRpb25hbGl0eSB3YXMgc3VsdGFuIFNhbGFkaW4\/,S3VyZGlzaA==,"['QXJhYg==', 'RWd5cHRpYW4=', 'U3lyaWFu']"
History,multiple,hard,V2hvIGludmVudGVkIHRoZSAiRmx5aW5nIFNodXR0bGUiIGluIDE3Mzg7IG9uZSBvZiB0aGUga2V5IGRldmVsb3BtZW50cyBpbiB0aGUgaW5kdXN0cmlhbGl6YXRpb24gb2Ygd2VhdmluZz8=,Sm9obiBLYXk=,"['SmFtZXMgSGFyZ3JlYXZlcw==', 'UmljaGFyZCBBcmt3cmlnaHQ=', 'Sm9obiBEZWVyZQ==']"
History,multiple,medium,V2hpY2ggV1dJSSB0YW5rIGFjZSBpcyBjcmVkaXRlZCB3aXRoIGhhdmluZyBkZXN0cm95ZWQgdGhlIG1vc3QgdGFua3M\/,S3VydCBLbmlzcGVs,"['TWljaGFlbCBXaXR0bWFubg==', 'V2FsdGVyIEtuaWVw', 'T3R0byBDYXJpdXM=']"
History,boolean,medium,VW5pdGVkIFN0YXRlcyBQcmVzaWRlbnQgUm9uYWxkIFJlYWdhbiB3YXMgdGhlIGZpcnN0IHByZXNpZGVudCB0byBhcHBvaW50IGEgd29tYW4gdG8gdGhlIFN1cHJlbWUgQ291cnQuIA==,VHJ1ZQ==,['RmFsc2U=']
History,multiple,hard,V2hhdCB3YXMgTmFwb2xlb24gQm9uYXBhcnRlJ3MgbmFtZSBiZWZvcmUgaGUgY2hhbmdlZCBpdD8=,TmFwb2xlb25lIGRpIEJ1b25hcGFydGU=,"['TmFhcG9saW9uIHZhbiBCb25panBhYXJ0', 'TmFwb2xlw6NvIGRvIEJvYXBhcnRl', 'TmFwb2xlb25hIGRlIEJ1ZW5vcGFydGU=']"
History,multiple,medium,V2hpY2ggYnVpbGRpbmcgd2FzIHNldCBhZmxhbWUgb24gQXVndXN0IDI0dGgsIDE4MTI\/,VGhlIFdoaXRlIEhvdXNl,"['UGFybGlhbWVudCBCdWlsZGluZw==', 'R3JhbmQgTmF0aW9uYWwgQXNzZW1ibHkgQnVpbGRpbmc=', 'UGFsYWNlIG9mIHRoZSBOYXRpb24=']"
History,boolean,hard,VGhlIEJhdHRsZSBvZiBUcmFmYWxnYXIgdG9vayBwbGFjZSBvbiBPY3RvYmVyIDIzcmQsIDE4MDU=,RmFsc2U=,['VHJ1ZQ==']
History,multiple,medium,V2hlbiBkaWQgTm9yd2F5IGJlY29tZSBmcmVlIGZyb20gU3dlZGVuPw==,MTkwNQ==,"['MTkyNQ==', 'MTgxNA==', 'MTgzNA==']"
History,boolean,medium,TWFydGluIEx1dGhlciBLaW5nIEpyLiBhbmQgQW5uZSBGcmFuayB3ZXJlIGJvcm4gdGhlIHNhbWUgeWVhci4g,VHJ1ZQ==,['RmFsc2U=']
History,boolean,medium,T3hmb3JkIFVuaXZlcnNpdHkgaXMgb2xkZXIgdGhhbiB0aGUgQXp0ZWMgRW1waXJlLiA=,VHJ1ZQ==,['RmFsc2U=']
History,multiple,medium,SW4gd2hhdCB5ZWFyIGRpZCB0aGUgRmlyc3QgV29ybGQgV2FyIGVuZD8=,MTkxOA==,"['MTkxNA==', 'MTkxNg==', 'MTkxMg==']"
History,multiple,easy,V2hpY2ggb2YgdGhlIGZvbGxvd2luZyBjb3VudHJpZXMgd2FzIG5vdCBhbiBheGlzIHBvd2VyIGR1cmluZyBXb3JsZCBXYXIgSUk\/,IFNvdmlldCBVbmlvbg==,"['SXRhbHk=', 'R2VybWFueQ==', 'SmFwYW4=']"
History,multiple,medium,SW4gd2hhdCB5ZWFyIGRpZCBLZW50dWNreSBiZWNvbWUgdGhlIDE1dGggc3RhdGUgdG8gam9pbiB0aGUgdW5pb24\/,MTc5Mg==,"['MTc4Mg==', 'MTc5OA==', 'MTc4OA==']"
History,multiple,easy,V2hhdCB5ZWFyIGRpZCBXb3JsZCBXYXIgSSBiZWdpbj8=,MTkxNA==,"['MTkwNQ==', 'MTkxOQ==', 'MTkyNQ==']"
History,multiple,hard,V2hlbiB3YXMgdGhlICJTaWVnZSBvZiBMZW5pbmdyYWQiIGxpZnRlZCBkdXJpbmcgV29ybGQgV2FyIElJPw==,SmFudWFyeSAxOTQ0,"['U2VwdGVtYmVyIDE5NDM=', 'Tm92ZW1iZXIgMTk0Mw==', 'TWFyY2ggMTk0NA==']"
